metric,dataset,tuning,model,ACC_DIFF,FAIR_DIFF,DELTA_DIFF
demographic_parity,communities,True,LFR_FairGeneralizedLinearModel_tuned,-1.8364,-2.6511,0.2485
demographic_parity,communities,True,LFR_GradualCompatibility_tuned,-5.8431,0.0,-0.4293
demographic_parity,communities,True,LFR_RejectOptionClassification_tuned,3.3389,-14.0089,-5.335
demographic_parity,communities,True,LFR_EqOddsPostprocessing_tuned,-22.2037,4.8172,-5.6882
demographic_parity,communities,True,LFR_CalibratedEqOddsPostprocessing_tuned,-20.8681,4.9844,-0.4293
demographic_parity,communities,True,LFR_JiangNachum_tuned,-10.8514,0.2854,-5.283
demographic_parity,communities,True,LFR_DPAbstention_tuned,-11.8531,-0.2096,-6.0313
demographic_parity,communities,True,LFR_FaX_tuned,-22.0367,3.6622,0.2451
demographic_parity,communities,True,Fair-SMOTE_PrejudiceRemover_tuned,-20.3673,-42.2553,-28.3898
demographic_parity,communities,True,Fair-SMOTE_SquaredDifferenceFairLogistic_tuned,-2.3372,-4.0045,-2.3361
demographic_parity,communities,True,Fair-SMOTE_FairnessConstraintModel_tuned,-0.1669,-27.3534,-9.3361
demographic_parity,communities,True,Fair-SMOTE_DisparateMistreatmentModel_tuned,0.3339,-7.0078,-3.2535
demographic_parity,communities,True,Fair-SMOTE_ConvexFrameworkModel_tuned,0.5008,-11.9989,-4.9978
demographic_parity,communities,True,Fair-SMOTE_HSICLinearRegression_tuned,-10.6845,-1.9744,0.6823
demographic_parity,communities,True,Fair-SMOTE_GerryFairClassifier_tuned,-21.5359,23.6477,2.3513
demographic_parity,communities,True,Fair-SMOTE_AdversarialDebiasing_tuned,-19.6995,-17.9309,-17.4796
demographic_parity,communities,True,Fair-SMOTE_ExponentiatedGradientReduction_tuned,-23.0384,-17.2029,-15.947
demographic_parity,communities,True,Fair-SMOTE_GridSearchReduction_tuned,-15.6928,-24.5719,-18.4629
demographic_parity,communities,True,Fair-SMOTE_MetaFairClassifier_tuned,-14.8581,-9.5975,-12.2278
demographic_parity,communities,True,Fair-SMOTE_AdaFair_tuned,-21.5359,0.0,0.0
demographic_parity,communities,True,Fair-SMOTE_FAGTB_tuned,-0.1669,-23.9643,-7.3077
demographic_parity,communities,True,Fair-SMOTE_HGR_tuned,-2.1703,-0.0067,0.1636
demographic_parity,communities,True,Fair-SMOTE_FairDummies_tuned,-15.3589,15.3779,0.0095
demographic_parity,communities,True,Fair-SMOTE_GeneralFairERM_tuned,-13.5225,-20.9666,-5.2139
demographic_parity,communities,True,Fair-SMOTE_MultiAdversarialDebiasing_tuned,-21.5359,2.6433,-1.8503
demographic_parity,communities,True,Fair-SMOTE_FairGeneralizedLinearModel_tuned,0.8347,-31.9175,-4.7734
demographic_parity,communities,True,Fair-SMOTE_GradualCompatibility_tuned,-21.5359,0.0,0.0
demographic_parity,communities,True,Fair-SMOTE_RejectOptionClassification_tuned,-38.7312,-0.3344,-9.9253
demographic_parity,communities,True,Fair-SMOTE_EqOddsPostprocessing_tuned,-21.3689,10.5819,-0.5521
demographic_parity,communities,True,Fair-SMOTE_CalibratedEqOddsPostprocessing_tuned,-10.3506,-35.3367,-22.8436
demographic_parity,communities,True,Fair-SMOTE_DPAbstention_tuned,-6.01,-14.1962,-7.1816
demographic_parity,communities,True,Fair-SMOTE_FaX_tuned,-0.6678,-15.6867,-6.5913
demographic_parity,communities,True,FairSSL-CT_PrejudiceRemover_tuned,-21.5359,-35.2308,-26.2965
demographic_parity,communities,True,FairSSL-CT_SquaredDifferenceFairLogistic_tuned,-3.172,-2.34,-1.0865
demographic_parity,communities,True,FairSSL-CT_FairnessConstraintModel_tuned,0.1669,-20.0268,-6.3406
demographic_parity,communities,True,FairSSL-CT_DisparateMistreatmentModel_tuned,-1.3356,-4.3423,-1.9207
demographic_parity,communities,True,FairSSL-CT_ConvexFrameworkModel_tuned,0.0,-8.6734,-4.3367
demographic_parity,communities,True,FairSSL-CT_HSICLinearRegression_tuned,-11.1853,-0.9766,0.096
demographic_parity,communities,True,FairSSL-CT_GerryFairClassifier_tuned,-19.8664,22.9119,1.5227
demographic_parity,communities,True,FairSSL-CT_AdversarialDebiasing_tuned,-19.3656,-21.2609,-18.143
demographic_parity,communities,True,FairSSL-CT_ExponentiatedGradientReduction_tuned,-19.6995,-18.5485,-15.7851
demographic_parity,communities,True,FairSSL-CT_GridSearchReduction_tuned,-12.3539,-28.5897,-19.6371
demographic_parity,communities,True,FairSSL-CT_MetaFairClassifier_tuned,-18.6978,-7.8907,-13.2943
demographic_parity,communities,True,FairSSL-CT_AdaFair_tuned,-19.8664,0.0,0.0
demographic_parity,communities,True,FairSSL-CT_FAGTB_tuned,-1.0017,-13.6265,-3.3909
demographic_parity,communities,True,FairSSL-CT_HGR_tuned,-40.7346,21.2508,-9.3245
demographic_parity,communities,True,FairSSL-CT_FairDummies_tuned,-20.2003,22.5273,1.4139
demographic_parity,communities,True,FairSSL-CT_GeneralFairERM_tuned,-31.5526,2.0123,-4.4028
demographic_parity,communities,True,FairSSL-CT_MultiAdversarialDebiasing_tuned,-19.8664,2.6433,-1.8503
demographic_parity,communities,True,FairSSL-CT_FairGeneralizedLinearModel_tuned,1.3356,-27.5931,-3.1955
demographic_parity,communities,True,FairSSL-CT_GradualCompatibility_tuned,-16.3606,-2.32,0.5929
demographic_parity,communities,True,FairSSL-CT_RejectOptionClassification_tuned,-38.3973,2.3411,-10.0838
demographic_parity,communities,True,FairSSL-CT_EqOddsPostprocessing_tuned,-21.7028,12.612,-0.5387
demographic_parity,communities,True,FairSSL-CT_CalibratedEqOddsPostprocessing_tuned,-13.8564,-42.3333,-27.594
demographic_parity,communities,True,FairSSL-CT_DPAbstention_tuned,-10.6845,-6.8751,-6.693
demographic_parity,communities,True,FairSSL-CT_FaX_tuned,-3.172,-12.019,-5.1748
demographic_parity,communities,True,FairSSL-LP_PrejudiceRemover_tuned,-37.2287,6.5641,-15.3323
demographic_parity,communities,True,FairSSL-LP_SquaredDifferenceFairLogistic_tuned,-10.1836,-10.0145,-6.1759
demographic_parity,communities,True,FairSSL-LP_FairnessConstraintModel_tuned,-2.6711,-14.6421,-7.3211
demographic_parity,communities,True,FairSSL-LP_DisparateMistreatmentModel_tuned,-9.3489,-10.68,-6.8425
demographic_parity,communities,True,FairSSL-LP_ConvexFrameworkModel_tuned,-6.177,-7.68,-4.5913
demographic_parity,communities,True,FairSSL-LP_HSICLinearRegression_tuned,-8.5142,0.7146,0.0234
demographic_parity,communities,True,FairSSL-LP_GerryFairClassifier_tuned,-15.8598,9.8562,-2.7514
demographic_parity,communities,True,FairSSL-LP_AdversarialDebiasing_tuned,-32.7212,1.7191,-11.077
demographic_parity,communities,True,FairSSL-LP_ExponentiatedGradientReduction_tuned,-23.3723,-9.5017,-15.3518
demographic_parity,communities,True,FairSSL-LP_GridSearchReduction_tuned,-16.5275,-20.612,-17.3708
demographic_parity,communities,True,FairSSL-LP_MetaFairClassifier_tuned,-21.7028,-13.5853,-15.7242
demographic_parity,communities,True,FairSSL-LP_AdaFair_tuned,-15.3589,0.0,-2.7514
demographic_parity,communities,True,FairSSL-LP_FAGTB_tuned,-3.8397,-7.0,-5.4199
demographic_parity,communities,True,FairSSL-LP_HGR_tuned,-5.3422,-1.3634,-1.5164
demographic_parity,communities,True,FairSSL-LP_FairDummies_tuned,-19.5326,8.359,-3.0826
demographic_parity,communities,True,FairSSL-LP_GeneralFairERM_tuned,-25.3756,1.6656,-8.0156
demographic_parity,communities,True,FairSSL-LP_MultiAdversarialDebiasing_tuned,-15.3589,2.6433,-2.7514
demographic_parity,communities,True,FairSSL-LP_FairGeneralizedLinearModel_tuned,-0.6678,-26.5474,-8.6795
demographic_parity,communities,True,FairSSL-LP_GradualCompatibility_tuned,-13.5225,-1.66,-2.6632
demographic_parity,communities,True,FairSSL-LP_RejectOptionClassification_tuned,-33.8898,2.3411,-14.358
demographic_parity,communities,True,FairSSL-LP_EqOddsPostprocessing_tuned,-20.5342,8.7637,-5.8853
demographic_parity,communities,True,FairSSL-LP_CalibratedEqOddsPostprocessing_tuned,-17.0284,-26.3501,-18.9346
demographic_parity,communities,True,FairSSL-LP_DPAbstention_tuned,-3.005,-4.5117,-3.7584
demographic_parity,communities,True,FairSSL-LP_FaX_tuned,-4.0067,-32.0557,-13.3568
demographic_parity,communities,True,FairSSL-LS_PrejudiceRemover_tuned,-3.3389,0.7436,-1.2977
demographic_parity,communities,True,FairSSL-LS_SquaredDifferenceFairLogistic_tuned,-11.1853,-6.3545,-4.5963
demographic_parity,communities,True,FairSSL-LS_FairnessConstraintModel_tuned,-6.8447,-0.6232,-2.9224
demographic_parity,communities,True,FairSSL-LS_DisparateMistreatmentModel_tuned,-9.182,-9.3512,-5.8442
demographic_parity,communities,True,FairSSL-LS_ConvexFrameworkModel_tuned,-7.5125,-1.3489,-1.8431
demographic_parity,communities,True,FairSSL-LS_HSICLinearRegression_tuned,-6.177,0.2352,0.3028
demographic_parity,communities,True,FairSSL-LS_GerryFairClassifier_tuned,1.8364,-17.0323,-7.0971
demographic_parity,communities,True,FairSSL-LS_AdversarialDebiasing_tuned,-12.5209,0.34,-1.416
demographic_parity,communities,True,FairSSL-LS_ExponentiatedGradientReduction_tuned,-4.6745,-1.9443,-2.4746
demographic_parity,communities,True,FairSSL-LS_GridSearchReduction_tuned,-3.3389,-7.3567,-3.6784
demographic_parity,communities,True,FairSSL-LS_MetaFairClassifier_tuned,-9.182,-18.9866,-11.914
demographic_parity,communities,True,FairSSL-LS_AdaFair_tuned,-14.8581,0.0,-3.6704
demographic_parity,communities,True,FairSSL-LS_FAGTB_tuned,-7.6795,7.3556,-0.1619
demographic_parity,communities,True,FairSSL-LS_HGR_tuned,-8.5142,-0.0468,-2.1937
demographic_parity,communities,True,FairSSL-LS_FairDummies_tuned,-19.0317,7.0156,-3.2535
demographic_parity,communities,True,FairSSL-LS_GeneralFairERM_tuned,-10.8514,-10.9454,-8.2284
demographic_parity,communities,True,FairSSL-LS_MultiAdversarialDebiasing_tuned,-5.1753,-1.9833,-1.1423
demographic_parity,communities,True,FairSSL-LS_FairGeneralizedLinearModel_tuned,-14.8581,0.0,-3.6704
demographic_parity,communities,True,FairSSL-LS_GradualCompatibility_tuned,-11.8531,-2.6566,-3.4962
demographic_parity,communities,True,FairSSL-LS_RejectOptionClassification_tuned,-6.01,-0.6198,-3.068
demographic_parity,communities,True,FairSSL-LS_EqOddsPostprocessing_tuned,-1.5025,-2.369,-1.9358
demographic_parity,communities,True,FairSSL-LS_CalibratedEqOddsPostprocessing_tuned,-3.5058,-19.0546,-8.2752
demographic_parity,communities,True,FairSSL-LS_DPAbstention_tuned,-5.3422,0.0513,-2.6455
demographic_parity,communities,True,FairSSL-LS_FaX_tuned,-4.1736,-28.0557,-11.1898
demographic_parity,communities,True,FairSSL-ST_PrejudiceRemover_tuned,-0.8347,0.3556,0.4282
demographic_parity,communities,True,FairSSL-ST_SquaredDifferenceFairLogistic_tuned,-5.3422,-9.0212,-4.0932
demographic_parity,communities,True,FairSSL-ST_FairnessConstraintModel_tuned,-4.6745,-1.3066,-0.8202
demographic_parity,communities,True,FairSSL-ST_DisparateMistreatmentModel_tuned,-2.0033,-14.7012,-6.0151
demographic_parity,communities,True,FairSSL-ST_ConvexFrameworkModel_tuned,-5.6761,-0.019,-1.4936
demographic_parity,communities,True,FairSSL-ST_HSICLinearRegression_tuned,-8.0134,-0.2999,0.6013
demographic_parity,communities,True,FairSSL-ST_GerryFairClassifier_tuned,2.8381,-17.7023,-7.4321
demographic_parity,communities,True,FairSSL-ST_AdversarialDebiasing_tuned,-11.8531,9.709,2.5173
demographic_parity,communities,True,FairSSL-ST_ExponentiatedGradientReduction_tuned,-6.177,-1.2988,-1.818
demographic_parity,communities,True,FairSSL-ST_GridSearchReduction_tuned,-7.5125,11.0401,1.7638
demographic_parity,communities,True,FairSSL-ST_MetaFairClassifier_tuned,-28.5476,10.9075,-7.7349
demographic_parity,communities,True,FairSSL-ST_AdaFair_tuned,-17.0284,0.0,-1.2444
demographic_parity,communities,True,FairSSL-ST_FAGTB_tuned,-17.0284,11.2954,-1.2444
demographic_parity,communities,True,FairSSL-ST_HGR_tuned,-8.1803,3.5719,-1.3025
demographic_parity,communities,True,FairSSL-ST_FairDummies_tuned,-5.6761,2.6332,0.148
demographic_parity,communities,True,FairSSL-ST_GeneralFairERM_tuned,-25.3756,1.6611,-5.6761
demographic_parity,communities,True,FairSSL-ST_MultiAdversarialDebiasing_tuned,-8.6811,-1.3222,0.3406
demographic_parity,communities,True,FairSSL-ST_FairGeneralizedLinearModel_tuned,-17.0284,0.0,-1.2444
demographic_parity,communities,True,FairSSL-ST_GradualCompatibility_tuned,-15.025,-1.9944,-1.2399
demographic_parity,communities,True,FairSSL-ST_RejectOptionClassification_tuned,-10.6845,0.3724,-1.398
demographic_parity,communities,True,FairSSL-ST_EqOddsPostprocessing_tuned,-2.5042,-1.2965,-1.0849
demographic_parity,communities,True,FairSSL-ST_CalibratedEqOddsPostprocessing_tuned,0.8347,-30.0557,-12.6906
demographic_parity,communities,True,FairSSL-ST_DPAbstention_tuned,-3.8397,-0.9944,-1.7493
demographic_parity,communities,True,FairSSL-ST_FaX_tuned,-2.6711,-23.3802,-9.1859
demographic_parity,compas,True,LTDD_PrejudiceRemover_tuned,-8.4233,-26.3817,-16.7884
demographic_parity,compas,True,LTDD_SquaredDifferenceFairLogistic_tuned,-1.6739,-19.1816,-10.4277
demographic_parity,compas,True,LTDD_FairnessConstraintModel_tuned,-2.6458,-18.3163,-10.481
demographic_parity,compas,True,LTDD_DisparateMistreatmentModel_tuned,-2.6458,-18.3163,-10.481
demographic_parity,compas,True,LTDD_ConvexFrameworkModel_tuned,-2.6458,-18.3163,-10.481
demographic_parity,compas,True,LTDD_HSICLinearRegression_tuned,-8.7473,-8.5071,-5.9708
demographic_parity,compas,True,LTDD_GerryFairClassifier_tuned,-21.3283,0.0,-7.9028
demographic_parity,compas,True,LTDD_AdversarialDebiasing_tuned,-3.9417,-16.2485,-9.6901
demographic_parity,compas,True,LTDD_ExponentiatedGradientReduction_tuned,-7.3974,-13.9233,-7.9135
demographic_parity,compas,True,LTDD_GridSearchReduction_tuned,-2.8078,-17.1234,-9.9656
demographic_parity,compas,True,LTDD_MetaFairClassifier_tuned,-2.1598,-10.8137,-6.4867
demographic_parity,compas,True,LTDD_AdaFair_tuned,-7.8834,-6.2153,-7.0494
demographic_parity,compas,True,LTDD_FAGTB_tuned,-10.0432,-1.8902,-5.1567
demographic_parity,compas,True,LTDD_HGR_tuned,-14.5248,5.5227,-4.5011
demographic_parity,compas,True,LTDD_FairDummies_tuned,-10.2592,1.71,-4.2746
demographic_parity,compas,True,LTDD_GeneralFairERM_tuned,-21.3283,1.0168,-7.9028
demographic_parity,compas,True,LTDD_MultiAdversarialDebiasing_tuned,-19.0605,4.7782,-7.1411
demographic_parity,compas,True,LTDD_FairGeneralizedLinearModel_tuned,-14.5248,0.0,-4.5011
demographic_parity,compas,True,LTDD_GradualCompatibility_tuned,-18.7905,3.7877,-7.5014
demographic_parity,compas,True,LTDD_RejectOptionClassification_tuned,-9.1793,-9.9015,-8.7938
demographic_parity,compas,True,LTDD_EqOddsPostprocessing_tuned,-9.0713,-10.8929,-9.3027
demographic_parity,compas,True,LTDD_CalibratedEqOddsPostprocessing_tuned,-5.5616,-55.9352,-30.7484
demographic_parity,compas,True,LTDD_JiangNachum_tuned,-1.0799,-21.2517,-9.411
demographic_parity,compas,True,LTDD_DPAbstention_tuned,-4.6436,-5.6377,-4.5467
demographic_parity,compas,True,LTDD_FaX_tuned,-2.6458,-18.3163,-10.481
demographic_parity,compas,True,LTDD_FairBayesDPP_tuned,-12.041,-29.7786,-20.9098
demographic_parity,compas,True,LFR_PrejudiceRemover_tuned,-4.7516,-17.1126,-8.8097
demographic_parity,compas,True,LFR_SquaredDifferenceFairLogistic_tuned,-11.1231,3.9507,-3.5862
demographic_parity,compas,True,LFR_FairnessConstraintModel_tuned,-12.203,4.1874,-4.0078
demographic_parity,compas,True,LFR_DisparateMistreatmentModel_tuned,-10.6371,2.4576,-4.0898
demographic_parity,compas,True,LFR_ConvexFrameworkModel_tuned,-10.0972,3.367,-3.3651
demographic_parity,compas,True,LFR_HSICLinearRegression_tuned,-9.3952,-10.1956,-5.6308
demographic_parity,compas,True,LFR_GerryFairClassifier_tuned,-10.6911,-10.3483,-6.2501
demographic_parity,compas,True,LFR_AdversarialDebiasing_tuned,-2.7538,-16.0779,-8.7409
demographic_parity,compas,True,LFR_ExponentiatedGradientReduction_tuned,-7.9374,-16.6071,-8.0171
demographic_parity,compas,True,LFR_GridSearchReduction_tuned,-2.9698,-7.4506,-5.2102
demographic_parity,compas,True,LFR_MetaFairClassifier_tuned,-16.6307,4.7078,-5.9614
demographic_parity,compas,True,LFR_AdaFair_tuned,-15.0648,8.5393,-3.2628
demographic_parity,compas,True,LFR_FAGTB_tuned,-15.0648,0.9643,-5.9703
demographic_parity,compas,True,LFR_HGR_tuned,-15.2808,6.9044,-3.3768
demographic_parity,compas,True,LFR_FairDummies_tuned,-16.5227,5.4216,-4.6242
demographic_parity,compas,True,LFR_GeneralFairERM_tuned,-16.1987,-2.2804,-5.4783
demographic_parity,compas,True,LFR_MultiAdversarialDebiasing_tuned,-11.5551,3.8317,-2.9131
demographic_parity,compas,True,LFR_FairGeneralizedLinearModel_tuned,-10.2052,-5.6707,-3.6683
demographic_parity,compas,True,LFR_GradualCompatibility_tuned,-12.797,2.1292,-5.3339
demographic_parity,compas,True,LFR_RejectOptionClassification_tuned,-1.5659,-14.0513,-5.5537
demographic_parity,compas,True,LFR_EqOddsPostprocessing_tuned,-2.1058,-18.5671,-8.1488
demographic_parity,compas,True,LFR_CalibratedEqOddsPostprocessing_tuned,-1.6199,-14.4222,-8.021
demographic_parity,compas,True,LFR_JiangNachum_tuned,-1.8359,-9.8215,-3.8038
demographic_parity,compas,True,LFR_DPAbstention_tuned,-9.7732,-1.5723,-4.8088
demographic_parity,compas,True,LFR_FaX_tuned,-1.8359,-12.8892,-7.3625
demographic_parity,compas,True,Fair-SMOTE_PrejudiceRemover_tuned,-13.121,-1.0517,-5.6664
demographic_parity,compas,True,Fair-SMOTE_SquaredDifferenceFairLogistic_tuned,-14.0389,0.5584,-6.7402
demographic_parity,compas,True,Fair-SMOTE_FairnessConstraintModel_tuned,-15.2268,4.464,-5.3814
demographic_parity,compas,True,Fair-SMOTE_DisparateMistreatmentModel_tuned,-6.1015,-7.228,-6.6647
demographic_parity,compas,True,Fair-SMOTE_ConvexFrameworkModel_tuned,-0.054,-16.6751,-8.3646
demographic_parity,compas,True,Fair-SMOTE_HSICLinearRegression_tuned,-13.3369,0.1753,-3.1186
demographic_parity,compas,True,Fair-SMOTE_GerryFairClassifier_tuned,-20.3024,0.0,-6.584
demographic_parity,compas,True,Fair-SMOTE_AdversarialDebiasing_tuned,-13.7149,1.2425,-6.2362
demographic_parity,compas,True,Fair-SMOTE_ExponentiatedGradientReduction_tuned,-12.095,-1.842,-3.4158
demographic_parity,compas,True,Fair-SMOTE_GridSearchReduction_tuned,-13.2829,7.0651,-3.1089
demographic_parity,compas,True,Fair-SMOTE_MetaFairClassifier_tuned,0.6479,-4.0562,-1.7041
demographic_parity,compas,True,Fair-SMOTE_AdaFair_tuned,-0.9179,-2.8539,-1.6969
demographic_parity,compas,True,Fair-SMOTE_FAGTB_tuned,0.378,-1.6222,-0.3251
demographic_parity,compas,True,Fair-SMOTE_HGR_tuned,-11.879,6.2918,-2.6847
demographic_parity,compas,True,Fair-SMOTE_FairDummies_tuned,-11.6091,5.2907,-2.9353
demographic_parity,compas,True,Fair-SMOTE_GeneralFairERM_tuned,-8.6933,-4.8067,-3.6912
demographic_parity,compas,True,Fair-SMOTE_MultiAdversarialDebiasing_tuned,-13.4989,6.6421,-3.1823
demographic_parity,compas,True,Fair-SMOTE_FairGeneralizedLinearModel_tuned,-0.054,-23.8095,-8.3646
demographic_parity,compas,True,Fair-SMOTE_GradualCompatibility_tuned,-9.8272,-2.0788,-5.953
demographic_parity,compas,True,Fair-SMOTE_RejectOptionClassification_tuned,-11.8251,-1.492,-5.1061
demographic_parity,compas,True,Fair-SMOTE_EqOddsPostprocessing_tuned,-13.067,3.6218,-3.2373
demographic_parity,compas,True,Fair-SMOTE_CalibratedEqOddsPostprocessing_tuned,-2.8618,-43.4353,-23.1485
demographic_parity,compas,True,Fair-SMOTE_DPAbstention_tuned,0.162,-4.9393,-2.3077
demographic_parity,compas,True,Fair-SMOTE_FaX_tuned,-0.9719,-16.6751,-8.3646
demographic_parity,compas,True,FairSSL-CT_PrejudiceRemover_tuned,-7.2894,-4.72,-6.0047
demographic_parity,compas,True,FairSSL-CT_FairnessConstraintModel_tuned,-16.7387,-1.1432,-8.9409
demographic_parity,compas,True,FairSSL-CT_DisparateMistreatmentModel_tuned,-2.4838,-18.0627,-10.2733
demographic_parity,compas,True,FairSSL-CT_GerryFairClassifier_tuned,-17.3326,-1.9979,-9.0711
demographic_parity,compas,True,FairSSL-CT_AdversarialDebiasing_tuned,0.108,-2.305,-1.0714
demographic_parity,compas,True,FairSSL-CT_ExponentiatedGradientReduction_tuned,-16.3067,-0.2843,-7.7158
demographic_parity,compas,True,FairSSL-CT_GridSearchReduction_tuned,-16.0907,-2.1823,-9.1365
demographic_parity,compas,True,FairSSL-CT_MetaFairClassifier_tuned,-2.8078,-9.7294,-6.2686
demographic_parity,compas,True,FairSSL-CT_AdaFair_tuned,-2.2138,-9.9734,-5.8236
demographic_parity,compas,True,FairSSL-CT_FAGTB_tuned,-1.9978,-0.4177,-1.0957
demographic_parity,compas,True,FairSSL-CT_HGR_tuned,-13.3369,-2.8397,-8.0883
demographic_parity,compas,True,FairSSL-CT_GeneralFairERM_tuned,-5.5616,-9.6916,-7.5408
demographic_parity,compas,True,FairSSL-CT_MultiAdversarialDebiasing_tuned,-14.3629,-2.4836,-8.4232
demographic_parity,compas,True,FairSSL-CT_RejectOptionClassification_tuned,-16.8467,1.1868,-7.8299
demographic_parity,compas,True,FairSSL-CT_EqOddsPostprocessing_tuned,-3.6717,-6.6734,-5.1726
demographic_parity,compas,True,FairSSL-CT_CalibratedEqOddsPostprocessing_tuned,-4.9136,-14.3808,-9.6202
demographic_parity,compas,True,FairSSL-CT_JiangNachum_tuned,-0.9719,-5.7732,-2.9179
demographic_parity,compas,True,FairSSL-CT_DPAbstention_tuned,-3.7257,-2.2877,-3.0067
demographic_parity,compas,True,FairSSL-CT_FaX_tuned,-1.7819,-24.7791,-12.7405
demographic_parity,compas,True,FairSSL-LP_PrejudiceRemover_tuned,-10.9611,-33.1288,-19.7832
demographic_parity,compas,True,FairSSL-LP_FairnessConstraintModel_tuned,-9.9352,-2.5743,-6.2439
demographic_parity,compas,True,FairSSL-LP_DisparateMistreatmentModel_tuned,-0.486,-13.1411,-6.8135
demographic_parity,compas,True,FairSSL-LP_GerryFairClassifier_tuned,-14.3089,-0.4749,-2.9829
demographic_parity,compas,True,FairSSL-LP_AdversarialDebiasing_tuned,-9.0173,-2.7645,-5.5129
demographic_parity,compas,True,FairSSL-LP_ExponentiatedGradientReduction_tuned,-21.2743,0.029,-6.2282
demographic_parity,compas,True,FairSSL-LP_GridSearchReduction_tuned,-21.2743,8.818,-6.2282
demographic_parity,compas,True,FairSSL-LP_MetaFairClassifier_tuned,-0.8639,4.0279,1.582
demographic_parity,compas,True,FairSSL-LP_AdaFair_tuned,-5.7775,3.9932,-0.8922
demographic_parity,compas,True,FairSSL-LP_FAGTB_tuned,-5.4536,-0.1501,-2.0189
demographic_parity,compas,True,FairSSL-LP_HGR_tuned,-12.581,6.5352,-2.0721
